Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
toucher,0.624,308.822,3.868,10630,35.631
toucher,0.633,313.784,3.845,10270,35.631
toucher,0.600,319.040,3.922,10485,35.648
toucher,0.659,324.365,3.933,10275,35.667
toucher,0.604,329.654,3.955,10275,35.678
toucher,0.601,334.962,4.034,10595,35.678
toucher,0.724,340.631,4.267,10580,35.685
toucher,0.635,346.448,4.350,10305,35.676
toucher,0.616,352.098,4.279,10245,35.683
toucher,0.602,357.670,4.217,10630,35.692
toucher,0.647,363.210,4.115,10270,35.692
toucher,0.664,368.787,4.217,10485,35.792
toucher,0.620,374.461,4.311,10305,35.779
toucher,0.753,380.391,4.440,10245,35.794
toucher,0.671,386.311,4.498,10595,35.794
toucher,0.724,391.874,4.302,10270,35.794
toucher,0.650,397.786,4.403,10485,35.817
toucher,0.678,403.535,4.338,10275,35.809
toucher,0.670,409.391,4.404,10275,35.820
toucher,0.708,415.220,4.343,10595,35.820
toucher,0.676,420.939,4.383,10580,35.869
toucher,0.594,426.257,3.991,10275,35.879
toucher,0.603,431.766,4.097,10275,35.874
toucher,0.635,437.162,4.097,10630,35.883
toucher,0.641,442.431,4.046,10270,35.883
toucher,0.646,448.010,4.177,10485,35.886
toucher,0.625,453.581,4.201,10275,35.904
toucher,0.669,459.270,4.266,10275,35.899
toucher,0.682,464.917,4.193,10595,35.899
toucher,0.697,470.539,4.305,10580,35.929
toucher,0.649,476.435,4.450,10305,35.936
toucher,0.594,481.887,4.171,10245,35.937
toucher,0.643,487.518,4.256,10630,35.950
toucher,0.689,493.069,4.221,10270,35.950
toucher,0.668,498.771,4.306,10485,35.974
toucher,0.693,504.667,4.395,10305,35.964
toucher,0.639,510.430,4.359,10665,35.972
toucher,0.664,516.009,4.175,10297,35.944
toucher,0.655,521.669,4.319,10267,35.868
toucher,0.651,527.144,4.057,10320,35.884
toucher,0.633,532.718,4.158,10254,35.827
toucher,0.618,538.243,4.165,10275,35.834
toucher,0.616,543.609,4.116,10305,35.837
toucher,0.635,549.107,4.097,10315,35.863
toucher,0.734,554.906,4.259,10255,35.840
toucher,0.623,560.366,4.092,10565,35.858
toucher,0.637,565.658,4.084,10270,35.858
toucher,0.629,571.214,4.253,10305,35.864
toucher,0.636,576.714,4.097,10269,35.912
toucher,0.643,582.334,4.206,10264,35.904
toucher,0.631,587.917,4.189,10283,35.818
toucher,0.694,593.628,4.223,10270,35.818
toucher,0.623,599.142,4.224,10275,35.826
toucher,0.607,604.629,4.106,10290,35.847
toucher,0.614,610.255,4.257,10305,35.849
toucher,0.631,615.845,4.165,10412,35.793
toucher,0.607,621.373,4.197,10290,35.784
toucher,0.619,627.405,4.205,10264,35.709
toucher,0.635,632.986,4.186,10375,35.734
toucher,0.624,638.314,4.186,10270,35.734
toucher,0.608,643.783,4.072,10275,35.760
toucher,0.657,649.145,3.988,10275,35.778
toucher,0.620,654.726,4.163,10285,35.804
toucher,0.688,663.051,4.017,10275,35.812
toucher,0.684,668.633,4.145,10275,35.828
toucher,0.609,674.286,4.223,10468,35.755
toucher,0.590,679.563,3.915,10275,35.764
toucher,0.641,684.901,4.002,10405,35.751
toucher,0.644,690.574,4.297,10293,35.696
toucher,0.608,696.166,4.260,10303,35.541
toucher,0.636,701.694,4.092,10275,35.547
toucher,0.644,707.315,4.237,10277,35.476
toucher,0.697,713.027,4.257,10280,35.502
toucher,0.657,718.587,4.279,10305,35.517
toucher,0.710,724.359,4.324,10345,35.523
toucher,0.667,729.895,4.093,10275,35.536
toucher,0.634,735.502,4.252,10275,35.550
toucher,0.681,741.190,4.241,10319,35.556
toucher,0.617,746.807,4.269,10275,35.557
toucher,0.656,752.350,4.095,10272,35.542
toucher,0.663,758.035,4.251,10405,35.554
toucher,0.653,763.710,4.294,10245,35.572
toucher,0.592,769.410,4.330,10275,35.568
toucher,0.595,774.808,4.022,10250,35.596
toucher,0.694,780.452,4.194,10242,35.556
toucher,0.611,786.065,4.239,10340,35.555
toucher,0.705,791.774,4.197,10280,35.579
toucher,0.648,797.264,4.089,10264,35.585
toucher,0.605,802.715,4.170,10248,35.548
toucher,0.666,808.357,4.227,10267,35.505
toucher,0.665,813.986,4.230,10257,35.450
toucher,0.647,819.574,4.280,10295,35.452
toucher,0.669,825.129,4.241,10245,35.463
toucher,0.743,830.880,4.284,10275,35.468
toucher,0.641,836.516,4.283,10332,35.408
toucher,0.662,841.958,4.187,10245,35.426
toucher,0.690,847.476,4.183,10275,35.437
toucher,0.654,853.153,4.317,10250,35.466
toucher,0.652,858.877,4.279,10305,35.474
toucher,0.651,864.549,4.301,10305,35.482
toucher,0.695,870.277,4.311,10270,35.444
toucher,0.656,876.089,4.332,10304,35.402
toucher,0.615,881.577,4.178,10245,35.413
toucher,0.663,887.078,4.145,10290,35.370
toucher,0.612,892.564,4.199,10275,35.379
toucher,0.642,898.172,4.171,10280,35.410
toucher,0.640,903.706,4.166,10290,35.372
toucher,0.636,909.389,4.212,10245,35.391
toucher,0.622,914.840,4.090,10405,35.406
toucher,0.631,920.249,4.169,10275,35.419
toucher,0.611,926.230,4.587,10245,35.430
toucher,0.691,931.700,4.006,10280,35.453
toucher,0.604,937.974,4.958,10252,35.414
toucher,0.620,943.154,3.863,10305,35.418
toucher,0.612,948.478,3.980,10287,35.359
toucher,0.639,954.352,3.858,10245,35.380
toucher,0.598,959.419,3.847,10245,35.394
toucher,0.600,964.413,3.800,10305,35.397
toucher,0.587,969.531,3.900,10252,35.332
toucher,0.642,974.914,4.011,10246,35.302
toucher,0.615,980.301,4.057,10275,35.307
toucher,0.606,985.721,4.075,10287,35.252
toucher,0.633,991.418,4.204,10278,35.157
toucher,0.617,996.734,4.083,10345,35.180
toucher,0.623,1002.027,3.908,10245,35.149
toucher,0.652,1007.504,4.118,10305,35.153
toucher,0.597,1012.939,4.093,10257,35.150
toucher,0.630,1018.443,4.109,10292,35.067
toucher,0.617,1023.854,4.151,10300,34.994
toucher,0.612,1029.385,4.164,10251,34.904
toucher,0.623,1034.716,4.073,10245,34.923
toucher,0.599,1040.120,4.063,10258,34.917
toucher,0.667,1045.619,4.044,10296,34.898
toucher,0.603,1051.364,4.251,10306,34.787
toucher,0.668,1056.777,4.036,10290,34.776
toucher,0.638,1062.157,4.090,10245,34.793
toucher,0.650,1067.755,4.299,10245,34.812
toucher,0.668,1073.223,4.119,10277,34.748
toucher,0.691,1078.768,4.147,10245,34.736
toucher,0.647,1084.232,4.156,10268,34.674
toucher,0.649,1089.879,4.255,10246,34.568
toucher,0.655,1095.465,4.189,10243,34.524
toucher,0.693,1101.150,4.228,10279,34.437
toucher,0.637,1106.702,4.205,10264,34.385
toucher,0.609,1112.336,4.279,10299,34.383
toucher,0.659,1117.928,4.265,10264,34.374
toucher,0.621,1123.505,4.221,10241,34.371
toucher,0.665,1129.084,4.213,10305,34.379
toucher,0.638,1134.630,4.133,10245,34.399
toucher,0.654,1140.300,4.243,10282,34.414
toucher,0.684,1145.921,4.191,10245,34.441
toucher,0.662,1151.495,4.129,10275,34.452
toucher,0.625,1157.032,4.182,10321,34.434
toucher,0.634,1162.585,4.181,10245,34.449
toucher,0.643,1168.282,4.234,10283,34.427
toucher,0.618,1173.783,4.160,10276,34.390
toucher,0.710,1179.404,4.174,10263,34.369
toucher,0.637,1185.077,4.292,10254,34.373
toucher,0.681,1190.769,4.298,10243,34.324
toucher,0.652,1196.363,4.169,10250,34.351
toucher,0.658,1202.008,4.260,10305,34.357
toucher,0.620,1207.581,4.170,10278,34.320
toucher,0.617,1213.254,4.296,10245,34.341
toucher,0.703,1219.113,4.365,10303,34.289
toucher,0.668,1224.805,4.279,10261,34.284
toucher,0.628,1230.463,4.304,10266,34.252
toucher,0.647,1236.080,4.251,10288,34.229
toucher,0.617,1241.713,4.275,10288,34.141
toucher,0.676,1247.380,4.224,10264,34.125
toucher,0.603,1253.043,4.336,10293,34.105
toucher,0.681,1258.671,4.195,10246,34.101
toucher,0.626,1264.109,4.167,10322,34.079
toucher,0.634,1269.913,4.353,10363,33.995
toucher,0.652,1275.592,4.208,10265,33.996
toucher,0.628,1281.915,4.388,10298,33.992
toucher,0.642,1287.463,4.225,10281,34.005
toucher,0.676,1292.944,4.149,10254,34.017
toucher,0.718,1298.732,4.323,10304,33.945
toucher,0.673,1304.315,4.191,10363,33.918
toucher,0.678,1309.908,4.188,10284,33.895
toucher,0.702,1315.555,4.352,10305,33.901
toucher,0.634,1321.055,4.143,10259,33.884
toucher,0.688,1326.707,4.214,10265,33.879
toucher,0.703,1332.460,4.308,10287,33.866
toucher,0.643,1338.133,4.284,10245,33.878
toucher,0.634,1343.772,4.286,10298,33.817
toucher,0.688,1349.544,4.338,10297,33.775
toucher,0.666,1355.268,4.275,10268,33.681
toucher,0.681,1361.049,4.314,10283,33.654
toucher,0.672,1366.717,4.232,10247,33.586
toucher,0.746,1372.523,4.317,10246,33.538
toucher,0.630,1378.211,4.301,10259,33.555
toucher,0.678,1383.832,4.247,10261,33.561
toucher,0.669,1389.530,4.248,10245,33.488
toucher,0.610,1395.293,4.276,10242,33.462
toucher,0.605,1400.875,4.240,10259,33.456
toucher,0.635,1406.723,4.361,10248,33.434
toucher,0.632,1412.389,4.254,10272,33.426
toucher,0.662,1418.086,4.279,10270,33.426
toucher,0.579,1423.561,4.164,10274,33.421
toucher,0.653,1429.213,4.191,10294,33.420
toucher,0.662,1434.913,4.284,10242,33.405
toucher,0.692,1440.460,4.159,10243,33.399
toucher,0.639,1446.190,4.383,10299,33.394
toucher,0.638,1451.781,4.172,10245,33.413
toucher,0.705,1457.534,4.268,10260,33.430
toucher,0.708,1463.184,4.229,10305,33.435
toucher,0.605,1468.973,4.381,10241,33.430
toucher,0.578,1474.133,3.822,10250,33.372
toucher,0.649,1479.587,4.061,10245,33.382
toucher,0.666,1485.203,4.233,10305,33.386
toucher,0.671,1490.726,4.159,10267,33.383
toucher,0.630,1496.449,4.293,10270,33.389
toucher,0.614,1501.959,4.172,10273,33.342
toucher,0.631,1507.620,4.228,10287,33.230
toucher,0.599,1512.930,4.126,10251,33.165
toucher,0.610,1518.375,4.101,10269,33.122
toucher,0.601,1523.779,4.092,10245,33.109
toucher,0.619,1529.235,4.121,10259,33.102
toucher,0.623,1534.802,4.181,10259,33.080
toucher,0.586,1539.963,4.065,10270,33.080
toucher,0.608,1546.743,4.140,10292,33.051
toucher,0.624,1552.481,4.322,10280,33.041
toucher,0.624,1557.989,4.101,10265,33.059
toucher,0.672,1563.718,4.266,10305,33.056
toucher,0.614,1569.209,4.131,10272,33.018
toucher,0.612,1574.719,4.072,10245,33.039
toucher,0.660,1580.147,4.051,10249,33.044
toucher,0.662,1585.750,4.149,10306,33.024
toucher,0.723,1591.531,4.265,10302,32.998
toucher,0.596,1597.053,4.192,10280,32.948
toucher,0.636,1602.485,4.090,10273,32.932
toucher,0.694,1608.733,3.912,10274,32.942
toucher,0.681,1614.354,4.155,10292,32.951
toucher,0.705,1620.033,4.238,10249,32.964
toucher,0.607,1625.422,4.059,10279,32.890
toucher,0.600,1630.884,4.115,10284,32.844
toucher,0.674,1636.433,4.107,10305,32.853
toucher,0.616,1642.009,4.241,10255,32.842
toucher,0.658,1647.434,4.020,10280,32.848
toucher,0.602,1652.726,3.911,10260,32.824
toucher,0.578,1657.861,3.868,10284,32.797
toucher,0.616,1663.312,4.048,10250,32.728
toucher,0.659,1668.745,4.097,10285,32.701
toucher,0.677,1674.205,4.054,10285,32.679
toucher,0.628,1679.806,4.200,10292,32.660
toucher,0.627,1685.270,4.115,10355,32.654
toucher,0.681,1690.902,4.184,10248,32.622
toucher,0.632,1696.483,4.190,10265,32.561
toucher,0.584,1701.803,3.978,10250,32.515
toucher,0.616,1707.171,3.995,10288,32.479
toucher,0.631,1712.678,4.134,10298,32.455
toucher,0.671,1718.356,4.230,10246,32.438
toucher,0.615,1724.097,4.125,10247,32.440
toucher,0.622,1730.611,5.002,10303,32.443
toucher,0.608,1736.165,4.236,10254,32.445
toucher,0.657,1741.887,4.285,10265,32.408
toucher,0.667,1747.465,4.170,10301,32.370
toucher,0.652,1752.997,4.208,10256,32.320
toucher,0.612,1758.612,4.222,10259,32.264
toucher,0.618,1764.166,4.082,10269,32.233
toucher,0.667,1769.819,4.172,10303,32.195
toucher,0.645,1775.701,4.506,10279,32.181
toucher,0.757,1781.589,4.355,10242,32.113
toucher,0.646,1787.400,4.405,10276,32.032
toucher,0.635,1793.205,4.400,10304,31.984
toucher,0.597,1799.120,4.596,10257,31.950
toucher,0.621,1804.632,4.145,10254,31.943
toucher,0.610,1810.208,4.205,10335,31.939
toucher,0.652,1815.693,4.114,10248,31.907
toucher,0.615,1821.292,4.186,10277,31.905
toucher,0.626,1826.639,4.071,10271,31.890
toucher,0.596,1832.007,3.949,10267,31.812
toucher,0.605,1837.448,4.047,10262,31.808
toucher,0.582,1842.772,4.005,10281,31.784
toucher,0.606,1848.173,4.005,10283,31.732
toucher,0.600,1853.471,4.093,10285,31.705
toucher,0.599,1858.932,4.069,10360,31.718
toucher,0.576,1864.361,4.104,10296,31.702
toucher,0.583,1869.519,3.847,10305,31.655
toucher,0.575,1874.547,3.822,10296,31.624
toucher,0.586,1879.674,3.811,10300,31.646
toucher,0.576,1884.721,3.744,10249,31.603
toucher,0.589,1889.898,3.902,10284,31.535
toucher,0.584,1895.001,3.814,10283,31.393
toucher,0.580,1900.146,3.818,10252,31.334
toucher,0.579,1905.134,3.805,10243,31.310
toucher,0.593,1910.281,3.865,10275,31.299
toucher,0.589,1915.304,3.726,10277,31.297
toucher,0.579,1920.349,3.760,10256,31.298
toucher,0.579,1925.335,3.779,10249,31.298
toucher,0.603,1931.132,3.934,10252,31.295
toucher,0.592,1936.331,3.856,10259,31.291
toucher,0.579,1941.329,3.737,10270,31.265
toucher,0.571,1946.337,3.744,10291,31.259
toucher,0.582,1951.422,3.822,10279,31.231
toucher,0.576,1956.442,3.746,10246,31.223
toucher,0.583,1961.276,3.747,10248,31.236
toucher,0.591,1966.345,3.777,10251,31.279
toucher,0.577,1971.362,3.751,10299,31.260
toucher,0.572,1976.510,3.869,10303,31.186
toucher,0.583,1981.461,3.701,10247,31.162
toucher,0.590,1986.582,3.810,10293,31.101
toucher,0.606,1991.681,3.788,10315,31.053
toucher,0.576,1996.754,3.838,10296,31.012
toucher,0.572,2001.727,3.736,10280,31.038
toucher,0.575,2006.772,3.762,10253,30.999
toucher,0.585,2011.872,3.815,10278,30.932
toucher,0.600,2016.903,3.755,10338,30.887
toucher,0.575,2021.841,3.790,10254,30.884
toucher,0.574,2026.905,3.773,10271,30.863
toucher,0.580,2031.914,3.762,10254,30.857
toucher,0.590,2036.979,3.792,10269,30.845
toucher,0.593,2041.907,3.763,10305,30.851
toucher,0.574,2046.825,3.741,10254,30.843
toucher,0.609,2051.856,3.755,10242,30.859
toucher,0.575,2056.940,3.818,10329,30.818
toucher,0.599,2062.102,3.837,10241,30.773
toucher,0.578,2067.090,3.770,10259,30.777
toucher,0.583,2071.997,3.715,10252,30.779
toucher,0.577,2077.103,3.798,10282,30.729
toucher,0.590,2082.208,3.803,10256,30.697
toucher,0.591,2087.298,3.781,10244,30.651
toucher,0.575,2092.352,3.801,10356,30.624
toucher,0.600,2097.363,3.801,10340,30.635
toucher,0.581,2102.430,3.830,10275,30.635
toucher,0.576,2107.445,3.757,10352,30.628
toucher,0.582,2112.441,3.735,10246,30.635
toucher,0.587,2117.575,3.814,10279,30.612
toucher,0.587,2122.648,3.779,10250,30.600
toucher,0.569,2127.675,3.775,10265,30.593
toucher,0.575,2132.718,3.779,10258,30.569
toucher,0.576,2137.816,3.865,10258,30.571
toucher,0.580,2142.876,3.768,10326,30.530
toucher,0.580,2147.977,3.820,10248,30.501
toucher,0.580,2152.961,3.773,10295,30.487
toucher,0.591,2157.942,3.727,10245,30.448
toucher,0.578,2163.089,3.841,10255,30.425
toucher,0.578,2168.098,3.731,10305,30.430
toucher,0.629,2173.151,3.768,10295,30.388
toucher,0.598,2178.307,3.812,10264,30.344
toucher,0.576,2183.431,3.819,10299,30.316
toucher,0.595,2188.595,3.872,10245,30.302
toucher,0.577,2193.648,3.764,10278,30.303
toucher,0.603,2198.781,3.814,10275,30.286
toucher,0.575,2203.776,3.720,10242,30.267
toucher,0.576,2208.844,3.813,10269,30.251
toucher,0.591,2214.026,3.853,10289,30.206
toucher,0.571,2218.970,3.738,10248,30.161
toucher,0.577,2224.432,3.791,10273,30.117
toucher,0.579,2229.364,3.733,10241,30.111
toucher,0.581,2234.380,3.751,10370,30.117
toucher,0.597,2239.453,3.760,10260,30.120
toucher,0.587,2244.483,3.815,10265,30.097
toucher,0.573,2249.469,3.741,10292,30.084
toucher,0.586,2254.577,3.798,10320,30.076
toucher,0.589,2259.644,3.773,10298,30.068
toucher,0.637,2264.775,3.800,10296,30.035
toucher,0.581,2269.940,3.857,10287,29.960
toucher,0.607,2275.056,3.818,10296,29.859
toucher,0.590,2280.090,3.759,10282,29.825
toucher,0.579,2285.185,3.819,10276,29.796
toucher,0.574,2290.244,3.766,10241,29.777
toucher,0.574,2295.201,3.715,10275,29.799
toucher,0.597,2300.283,3.759,10285,29.793
toucher,0.571,2305.367,3.797,10283,29.786
toucher,0.589,2310.353,3.708,10305,29.792
toucher,0.582,2315.379,3.764,10254,29.812
toucher,0.601,2320.405,3.756,10305,29.810
toucher,0.583,2325.533,3.828,10297,29.797
toucher,0.577,2330.588,3.739,10268,29.796
toucher,0.576,2335.605,3.770,10288,29.782
toucher,0.583,2340.720,3.836,10287,29.735
toucher,0.575,2345.760,3.741,10273,29.741
toucher,0.581,2350.778,3.777,10253,29.717
toucher,0.592,2355.782,3.742,10251,29.705
toucher,0.603,2360.809,3.751,10271,29.701
toucher,0.583,2365.873,3.814,10253,29.692
toucher,0.577,2370.997,3.829,10346,29.672
toucher,0.595,2376.064,3.775,10310,29.655
toucher,0.600,2381.111,3.752,10253,29.640
toucher,0.605,2386.130,3.754,10272,29.644
toucher,0.578,2391.171,3.769,10242,29.630
toucher,0.596,2396.264,3.764,10247,29.594
toucher,0.587,2401.268,3.753,10272,29.561
toucher,0.578,2406.431,3.868,10285,29.524
toucher,0.579,2411.506,3.796,10280,29.463
toucher,0.584,2416.556,3.762,10250,29.418
toucher,0.579,2421.527,3.734,10247,29.384
toucher,0.585,2426.601,3.788,10376,29.362
toucher,0.587,2431.856,3.917,10271,29.349
toucher,0.629,2436.996,3.795,10288,29.347
toucher,0.594,2442.051,3.772,10288,29.321
toucher,0.585,2447.075,3.754,10301,29.317
toucher,0.576,2452.165,3.787,10246,29.291
toucher,0.589,2457.208,3.774,10268,29.280
toucher,0.581,2462.259,3.773,10287,29.269
toucher,0.610,2467.393,3.795,10245,29.242
toucher,0.585,2472.409,3.755,10257,29.207
toucher,0.591,2477.557,3.831,10282,29.149
toucher,0.585,2482.656,3.804,10262,29.104
toucher,0.601,2487.828,3.856,10342,29.067
toucher,0.571,2492.856,3.796,10250,29.021
toucher,0.581,2497.928,3.794,10268,29.014
toucher,0.571,2503.016,3.794,10263,29.001
toucher,0.585,2507.994,3.728,10241,28.967
toucher,0.598,2513.057,3.751,10290,28.949
toucher,0.583,2518.554,3.810,10258,28.931
toucher,0.582,2523.723,3.854,10278,28.912
toucher,0.583,2528.696,3.719,10260,28.893
toucher,0.583,2533.794,3.809,10278,28.869
toucher,0.588,2538.944,3.827,10304,28.845
toucher,0.622,2543.927,3.737,10270,28.845
toucher,0.585,2548.944,3.754,10274,28.851
toucher,0.585,2554.054,3.790,10241,28.839
toucher,0.583,2559.115,3.744,10289,28.819
toucher,0.584,2564.267,3.880,10328,28.795
toucher,0.614,2569.316,3.736,10266,28.771
toucher,0.605,2574.370,3.816,10289,28.767
toucher,0.626,2579.462,3.762,10265,28.745
toucher,0.615,2584.522,3.782,10266,28.724
toucher,0.614,2589.616,3.789,10266,28.727
toucher,0.613,2594.699,3.762,10285,28.724
toucher,0.608,2599.788,3.811,10289,28.675
toucher,0.618,2604.979,3.771,10263,28.645
toucher,0.592,2610.105,3.802,10298,28.620
toucher,0.614,2615.103,3.761,10254,28.585
toucher,0.608,2620.215,3.792,10291,28.557
toucher,0.591,2625.259,3.763,10278,28.542
toucher,0.596,2630.390,3.831,10300,28.539
toucher,0.581,2635.472,3.810,10304,28.488
toucher,0.594,2640.463,3.747,10262,28.458
toucher,0.608,2645.555,3.768,10284,28.457
toucher,0.617,2650.741,3.855,10292,28.419
toucher,0.631,2655.820,3.790,10283,28.394
toucher,0.580,2660.756,3.697,10266,28.400
toucher,0.592,2665.854,3.809,10256,28.364
toucher,0.614,2670.959,3.815,10327,28.331
toucher,0.608,2676.070,3.777,10248,28.270
toucher,0.582,2681.257,3.882,10268,28.194
toucher,0.586,2686.335,3.774,10274,28.151
toucher,0.609,2691.416,3.789,10260,28.119
toucher,0.596,2696.450,3.745,10275,28.096
toucher,0.607,2701.550,3.768,10280,28.091
toucher,0.593,2706.655,3.824,10291,28.093
toucher,0.586,2711.724,3.777,10241,28.043
toucher,0.586,2716.766,3.740,10244,28.019
toucher,0.611,2721.877,3.769,10289,27.998
toucher,0.585,2726.954,3.782,10241,27.943
toucher,0.654,2732.142,3.809,10242,27.870
toucher,0.622,2737.278,3.828,10251,27.839
toucher,0.598,2742.520,3.895,10300,27.728
toucher,0.581,2747.573,3.771,10293,27.696
toucher,0.570,2752.662,3.807,10271,27.681
toucher,0.619,2757.724,3.741,10247,27.653
toucher,0.657,2762.882,3.824,10242,27.626
toucher,0.610,2768.025,3.799,10359,27.620
toucher,0.588,2773.077,3.778,10284,27.571
toucher,0.578,2778.196,3.798,10243,27.537
toucher,0.579,2783.308,3.804,10272,27.511
toucher,0.609,2788.441,3.845,10289,27.496
toucher,0.586,2793.500,3.805,10261,27.481
toucher,0.607,2798.605,3.780,10244,27.469
toucher,0.584,2803.691,3.811,10248,27.416
toucher,0.594,2808.735,3.772,10242,27.360
toucher,0.594,2813.745,3.784,10266,27.353
toucher,0.607,2819.279,3.843,10271,27.346
toucher,0.596,2824.263,3.687,10247,27.340
toucher,0.601,2829.252,3.773,10244,27.338
toucher,0.609,2834.307,3.820,10303,27.344
toucher,0.588,2839.383,3.795,10364,27.319
toucher,0.592,2844.390,3.736,10245,27.317
toucher,0.607,2849.589,3.885,10273,27.265
toucher,0.599,2854.663,3.785,10286,27.256
toucher,0.625,2859.720,3.770,10244,27.250
toucher,0.619,2864.851,3.798,10308,27.206
toucher,0.592,2869.991,3.845,10248,27.151
toucher,0.613,2875.089,3.792,10292,27.119
toucher,0.631,2880.135,3.727,10260,27.108
toucher,0.599,2885.164,3.756,10242,27.106
toucher,0.627,2890.242,3.791,10338,27.082
toucher,0.594,2895.401,3.803,10298,27.070
toucher,0.576,2900.458,3.842,10285,27.062
toucher,0.611,2905.549,3.784,10274,27.048
toucher,0.605,2910.589,3.739,10272,27.025
toucher,0.604,2915.527,3.729,10257,27.024
toucher,0.590,2920.635,3.866,10333,27.032
toucher,0.599,2925.684,3.833,10302,27.034
toucher,0.601,2930.782,3.778,10264,27.024
toucher,0.590,2935.779,3.781,10281,27.028
toucher,0.599,2940.813,3.739,10246,27.010
toucher,0.583,2945.917,3.790,10263,27.012
toucher,0.617,2951.018,3.786,10291,27.000
toucher,0.604,2956.111,3.787,10270,27.006
toucher,0.579,2961.169,3.790,10279,26.965
toucher,0.601,2966.265,3.787,10252,26.922
toucher,0.580,2971.353,3.804,10253,26.897
toucher,0.631,2976.457,3.749,10261,26.830
toucher,0.580,2981.531,3.785,10281,26.778
toucher,0.596,2986.648,3.831,10253,26.756
toucher,0.614,2991.767,3.840,10269,26.740
toucher,0.594,2996.887,3.782,10284,26.702
toucher,0.586,3002.040,3.872,10284,26.636
toucher,0.601,3007.163,3.809,10348,26.602
toucher,0.609,3012.301,3.811,10301,26.564
toucher,0.584,3017.448,3.871,10248,26.531
toucher,0.611,3022.361,3.741,10249,26.526
toucher,0.591,3027.484,3.886,10291,26.521
toucher,0.593,3032.536,3.743,10250,26.507
toucher,0.581,3037.581,3.743,10257,26.479
toucher,0.618,3042.789,3.876,10250,26.450
toucher,0.586,3047.844,3.784,10325,26.417
toucher,0.574,3052.910,3.762,10245,26.391
toucher,0.621,3058.012,3.794,10250,26.389
toucher,0.598,3063.090,3.768,10283,26.398
toucher,0.584,3068.197,3.794,10301,26.348
toucher,0.593,3073.184,3.758,10262,26.322
toucher,0.589,3078.349,3.871,10274,26.313
toucher,0.586,3083.476,3.825,10355,26.301
toucher,0.597,3088.599,3.820,10299,26.283
toucher,0.614,3093.665,3.760,10274,26.267
toucher,0.599,3098.758,3.813,10279,26.238
toucher,0.621,3103.911,3.779,10252,26.223
toucher,0.599,3108.976,3.761,10263,26.218
toucher,0.591,3114.554,3.771,10300,26.220
toucher,0.588,3119.627,3.802,10247,26.189
toucher,0.588,3124.845,3.915,10305,26.158
toucher,0.612,3129.866,3.735,10247,26.152
toucher,0.598,3134.979,3.799,10299,26.142
toucher,0.612,3140.090,3.786,10252,26.121
