Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return 
toucher,0.577,5751.649,3.848,10271,19.403
toucher,0.584,5756.664,3.768,10268,19.399
toucher,0.587,5761.877,3.881,10290,19.384
toucher,0.583,5767.035,3.821,10302,19.372
toucher,0.593,5772.133,3.766,10309,19.372
toucher,0.587,5777.301,3.876,10295,19.362
toucher,0.587,5782.493,3.866,10286,19.348
toucher,0.626,5787.736,3.883,10277,19.327
toucher,0.591,5792.894,3.853,10290,19.317
toucher,0.637,5797.991,3.756,10272,19.315
toucher,0.599,5803.137,3.809,10262,19.309
toucher,0.601,5808.719,3.914,10283,19.303
toucher,0.602,5813.874,3.806,10310,19.288
toucher,0.616,5819.110,3.866,10275,19.280
toucher,0.576,5824.157,3.766,10260,19.276
toucher,0.590,5829.279,3.847,10283,19.263
toucher,0.587,5834.358,3.798,10364,19.255
toucher,0.580,5839.582,3.885,10252,19.253
toucher,0.576,5844.620,3.765,10246,19.243
toucher,0.604,5849.868,3.904,10241,19.216
toucher,0.577,5855.003,3.855,10296,19.212
toucher,0.603,5860.196,3.862,10251,19.188
toucher,0.579,5865.309,3.831,10276,19.162
toucher,0.577,5870.499,3.886,10273,19.152
toucher,0.581,5875.610,3.819,10263,19.153
toucher,0.576,5880.630,3.751,10275,19.148
toucher,0.579,5885.648,3.818,10262,19.152
toucher,0.581,5890.678,3.791,10280,19.160
toucher,0.612,5895.776,3.758,10291,19.154
toucher,0.588,5900.827,3.784,10278,19.161
toucher,0.586,5905.911,3.797,10255,19.159
toucher,0.573,5910.976,3.789,10276,19.152
toucher,0.574,5916.065,3.766,10298,19.152
toucher,0.582,5921.167,3.799,10305,19.155
toucher,0.578,5926.321,3.834,10302,19.152
toucher,0.584,5931.384,3.781,10280,19.155
toucher,0.586,5936.401,3.783,10266,19.158
toucher,0.576,5941.427,3.783,10263,19.156
toucher,0.578,5946.491,3.776,10246,19.151
toucher,0.616,5951.669,3.831,10268,19.147
toucher,0.603,5956.847,3.858,10291,19.133
toucher,0.590,5961.914,3.810,10284,19.130
toucher,0.607,5967.084,3.851,10256,19.122
toucher,0.596,5972.149,3.784,10291,19.108
toucher,0.597,5977.381,3.885,10268,19.095
toucher,0.597,5982.426,3.758,10267,19.091
toucher,0.592,5987.568,3.829,10268,19.082
toucher,0.592,5992.756,3.875,10299,19.068
toucher,0.588,5997.935,3.854,10265,19.055
toucher,0.600,6003.096,3.833,10245,19.041
toucher,0.584,6008.202,3.842,10244,19.031
toucher,0.628,6013.363,3.813,10291,19.016
toucher,0.599,6018.505,3.796,10264,19.009
toucher,0.606,6023.610,3.786,10260,19.006
toucher,0.632,6028.751,3.824,10302,19.001
toucher,0.580,6033.922,3.843,10255,18.996
toucher,0.585,6039.088,3.866,10274,18.976
toucher,0.587,6044.215,3.858,10249,18.949
toucher,0.585,6049.385,3.853,10257,18.942
toucher,0.589,6054.505,3.817,10258,18.933
toucher,0.580,6059.628,3.819,10246,18.929
toucher,0.574,6064.674,3.765,10285,18.924
toucher,0.593,6069.803,3.793,10293,18.920
toucher,0.575,6074.933,3.838,10283,18.911
toucher,0.633,6080.008,3.793,10243,18.911
toucher,0.615,6085.151,3.829,10272,18.899
toucher,0.587,6090.441,3.980,10274,18.886
toucher,0.580,6095.539,3.806,10241,18.873
toucher,0.590,6100.668,3.808,10292,18.865
toucher,0.592,6106.144,3.829,10245,18.855
toucher,0.586,6111.328,3.862,10279,18.854
toucher,0.584,6116.347,3.758,10243,18.853
toucher,0.584,6121.387,3.799,10254,18.851
toucher,0.623,6126.560,3.805,10271,18.843
toucher,0.588,6131.630,3.810,10417,18.846
toucher,0.586,6136.815,3.870,10275,18.832
toucher,0.595,6141.975,3.832,10248,18.815
toucher,0.614,6147.187,3.867,10296,18.803
toucher,0.604,6152.398,3.896,10301,18.793
toucher,0.584,6157.516,3.820,10302,18.778
toucher,0.610,6162.567,3.784,10253,18.772
toucher,0.603,6167.757,3.875,10329,18.764
toucher,0.586,6172.910,3.777,10298,18.762
toucher,0.587,6178.094,3.887,10264,18.758
toucher,0.608,6183.329,3.892,10278,18.731
toucher,0.605,6188.541,3.948,10368,18.697
toucher,0.615,6193.698,3.835,10264,18.680
toucher,0.593,6198.910,3.881,10333,18.664
toucher,0.611,6204.055,3.846,10262,18.653
toucher,0.582,6209.222,3.850,10288,18.644
toucher,0.600,6214.243,3.748,10242,18.643
toucher,0.582,6219.398,3.850,10300,18.647
toucher,0.599,6224.474,3.787,10277,18.643
toucher,0.588,6229.621,3.843,10304,18.641
toucher,0.575,6234.750,3.845,10292,18.631
toucher,0.577,6239.843,3.781,10255,18.627
toucher,0.593,6245.017,3.873,10290,18.622
toucher,0.574,6250.101,3.798,10250,18.610
toucher,0.587,6255.277,3.884,10287,18.603
toucher,0.591,6260.385,3.825,10262,18.605
toucher,0.575,6265.521,3.831,10267,18.592
toucher,0.572,6270.587,3.792,10293,18.586
toucher,0.583,6275.695,3.800,10269,18.583
toucher,0.635,6280.845,3.805,10274,18.581
toucher,0.611,6286.031,3.849,10290,18.568
toucher,0.582,6291.170,3.842,10246,18.557
toucher,0.577,6296.360,3.915,10345,18.532
toucher,0.605,6301.569,3.856,10287,18.523
toucher,0.612,6306.811,3.873,10256,18.512
toucher,0.576,6311.858,3.779,10268,18.507
toucher,0.577,6316.995,3.846,10277,18.505
toucher,0.588,6322.125,3.835,10299,18.493
toucher,0.580,6327.213,3.816,10294,18.485
toucher,0.591,6332.271,3.795,10248,18.482
toucher,0.621,6337.474,3.850,10299,18.471
toucher,0.577,6342.702,3.905,10291,18.469
toucher,0.593,6347.793,3.782,10265,18.463
toucher,0.589,6352.961,3.841,10286,18.454
toucher,0.579,6357.973,3.719,10249,18.449
toucher,0.603,6363.134,3.847,10278,18.449
toucher,0.596,6368.279,3.847,10255,18.442
toucher,0.607,6373.419,3.802,10242,18.437
toucher,0.587,6378.486,3.767,10269,18.430
toucher,0.604,6383.662,3.809,10300,18.426
toucher,0.598,6388.893,3.904,10259,18.425
toucher,0.584,6394.044,3.839,10243,18.416
toucher,0.579,6399.168,3.843,10284,18.411
toucher,0.588,6404.311,3.847,10257,18.397
toucher,0.591,6409.793,3.805,10285,18.383
toucher,0.581,6415.060,3.935,10265,18.374
toucher,0.596,6420.207,3.831,10306,18.360
toucher,0.578,6425.361,3.814,10288,18.350
toucher,0.619,6430.472,3.780,10294,18.349
toucher,0.603,6435.610,3.803,10282,18.347
toucher,0.593,6440.702,3.813,10285,18.350
toucher,0.638,6445.879,3.814,10260,18.340
toucher,0.600,6451.014,3.800,10291,18.335
toucher,0.582,6456.158,3.832,10260,18.332
toucher,0.597,6461.262,3.790,10344,18.332
toucher,0.616,6466.376,3.794,10361,18.333
toucher,0.580,6471.500,3.828,10243,18.336
toucher,0.593,6476.532,3.752,10255,18.333
toucher,0.572,6481.585,3.754,10278,18.328
toucher,0.584,6486.694,3.819,10265,18.329
toucher,0.581,6491.878,3.897,10300,18.323
toucher,0.641,6497.069,3.847,10297,18.308
toucher,0.590,6502.246,3.872,10274,18.294
toucher,0.597,6507.402,3.813,10246,18.282
toucher,0.583,6512.485,3.819,10259,18.274
toucher,0.604,6517.573,3.779,10344,18.268
toucher,0.612,6522.659,3.793,10252,18.268
toucher,0.594,6527.801,3.818,10282,18.268
toucher,0.605,6533.013,3.873,10249,18.256
toucher,0.578,6538.127,3.838,10245,18.241
toucher,0.581,6543.259,3.813,10291,18.230
toucher,0.599,6548.427,3.873,10296,18.216
toucher,0.578,6553.630,3.878,10359,18.201
toucher,0.574,6558.763,3.847,10263,18.188
toucher,0.578,6563.853,3.841,10280,18.183
toucher,0.576,6568.907,3.802,10247,18.172
toucher,0.578,6573.953,3.793,10259,18.170
toucher,0.584,6579.126,3.870,10248,18.159
toucher,0.582,6584.226,3.844,10303,18.150
toucher,0.576,6589.370,3.848,10243,18.141
toucher,0.582,6594.520,3.885,10269,18.138
toucher,0.604,6599.617,3.779,10263,18.136
toucher,0.577,6604.735,3.823,10305,18.129
toucher,0.582,6609.919,3.843,10265,18.121
toucher,0.614,6615.070,3.814,10280,18.115
toucher,0.601,6620.209,3.853,10361,18.106
toucher,0.587,6625.409,3.889,10249,18.092
toucher,0.583,6630.459,3.763,10268,18.083
toucher,0.605,6635.566,3.804,10292,18.077
toucher,0.576,6640.747,3.838,10251,18.076
toucher,0.594,6645.897,3.854,10262,18.070
toucher,0.579,6651.066,3.869,10248,18.058
toucher,0.581,6656.161,3.822,10246,18.045
toucher,0.646,6661.297,3.789,10269,18.040
toucher,0.588,6666.393,3.791,10257,18.036
toucher,0.596,6671.442,3.768,10253,18.032
toucher,0.584,6676.628,3.859,10254,18.020
toucher,0.573,6681.693,3.792,10247,18.012
toucher,0.623,6687.174,4.095,10304,17.992
toucher,0.581,6692.576,4.082,10336,17.980
toucher,0.588,6698.218,3.954,10262,17.978
toucher,0.606,6703.411,3.864,10286,17.964
toucher,0.578,6709.034,3.855,10245,17.956
toucher,0.578,6714.161,3.851,10273,17.955
toucher,0.623,6719.299,3.822,10248,17.944
toucher,0.575,6724.443,3.820,10254,17.941
toucher,0.589,6729.475,3.779,10261,17.936
toucher,0.575,6734.585,3.839,10272,17.939
toucher,0.575,6739.731,3.836,10262,17.935
toucher,0.594,6744.922,3.860,10283,17.934
toucher,0.616,6750.175,3.932,10249,17.926
toucher,0.604,6755.234,3.774,10297,17.927
toucher,0.600,6760.373,3.827,10264,17.920
toucher,0.595,6765.472,3.824,10273,17.918
toucher,0.590,6770.658,3.872,10279,17.910
toucher,0.607,6775.786,3.838,10255,17.903
toucher,0.588,6780.919,3.809,10284,17.896
toucher,0.615,6786.150,3.906,10295,17.879
toucher,0.584,6791.319,3.877,10274,17.866
toucher,0.605,6796.466,3.847,10304,17.855
toucher,0.610,6801.594,3.833,10278,17.848
toucher,0.585,6806.721,3.835,10269,17.840
toucher,0.574,6811.836,3.827,10265,17.834
toucher,0.632,6816.972,3.809,10285,17.838
toucher,0.582,6822.064,3.807,10304,17.827
toucher,0.614,6827.216,3.828,10302,17.825
toucher,0.603,6832.349,3.829,10267,17.818
toucher,0.574,6837.614,3.983,10289,17.806
toucher,0.575,6842.716,3.823,10276,17.807
toucher,0.581,6847.839,3.822,10287,17.803
toucher,0.574,6852.900,3.794,10286,17.798
toucher,0.579,6857.898,3.745,10262,17.796
toucher,0.595,6862.988,3.834,10305,17.798
toucher,0.590,6868.059,3.783,10246,17.802
toucher,0.617,6873.353,3.976,10285,17.797
toucher,0.588,6878.510,3.831,10280,17.802
toucher,0.600,6883.695,3.853,10256,17.790
toucher,0.579,6888.836,3.846,10254,17.785
toucher,0.596,6893.989,3.816,10321,17.784
toucher,0.585,6899.083,3.827,10296,17.780
toucher,0.647,6904.455,3.973,10304,17.783
toucher,0.576,6909.576,3.849,10292,17.774
toucher,0.575,6914.698,3.794,10262,17.778
toucher,0.604,6919.856,3.832,10259,17.769
toucher,0.596,6925.099,3.912,10253,17.767
toucher,0.609,6930.282,3.837,10305,17.757
toucher,0.586,6935.419,3.840,10250,17.749
toucher,0.579,6940.607,3.875,10298,17.742
toucher,0.575,6945.741,3.832,10244,17.737
toucher,0.599,6950.821,3.788,10270,17.731
toucher,0.577,6955.900,3.785,10290,17.727
toucher,0.579,6961.005,3.815,10292,17.723
toucher,0.601,6966.161,3.837,10279,17.718
toucher,0.586,6971.305,3.816,10280,17.711
toucher,0.598,6976.440,3.805,10288,17.708
toucher,0.596,6981.720,3.956,10288,17.693
toucher,0.664,6986.914,3.850,10263,17.693
toucher,0.575,6992.102,3.890,10273,17.690
toucher,0.656,6997.335,3.852,10295,17.683
toucher,0.596,7002.460,3.823,10250,17.677
toucher,0.603,7007.884,3.825,10264,17.671
toucher,0.609,7013.016,3.793,10286,17.671
toucher,0.595,7018.078,3.787,10266,17.672
toucher,0.578,7023.218,3.843,10303,17.668
toucher,0.580,7028.293,3.837,10298,17.669
toucher,0.597,7033.414,3.798,10319,17.671
toucher,0.621,7038.514,3.771,10288,17.671
toucher,0.583,7043.589,3.786,10285,17.667
toucher,0.589,7048.731,3.835,10259,17.666
toucher,0.613,7053.895,3.826,10261,17.661
toucher,0.610,7059.009,3.820,10285,17.661
toucher,0.594,7064.095,3.773,10259,17.651
toucher,0.621,7069.199,3.790,10263,17.653
toucher,0.593,7074.359,3.864,10253,17.646
toucher,0.576,7079.631,3.839,10301,17.646
toucher,0.593,7084.670,3.760,10245,17.646
toucher,0.626,7089.768,3.812,10242,17.640
toucher,0.585,7094.860,3.840,10279,17.636
toucher,0.589,7099.942,3.777,10274,17.638
toucher,0.602,7105.024,3.793,10243,17.638
toucher,0.595,7110.213,3.890,10289,17.624
toucher,0.580,7115.244,3.786,10285,17.624
toucher,0.574,7120.405,3.861,10303,17.621
toucher,0.598,7125.511,3.842,10283,17.612
toucher,0.575,7130.680,3.863,10249,17.608
toucher,0.574,7135.794,3.818,10255,17.605
toucher,0.574,7140.884,3.833,10365,17.605
toucher,0.575,7146.015,3.816,10342,17.603
toucher,0.580,7151.104,3.814,10274,17.603
toucher,0.613,7156.180,3.750,10271,17.601
toucher,0.588,7161.319,3.826,10260,17.603
toucher,0.602,7166.531,3.893,10281,17.598
toucher,0.587,7171.588,3.788,10292,17.596
toucher,0.576,7176.522,3.732,10246,17.599
toucher,0.586,7181.516,3.760,10284,17.600
toucher,0.578,7186.654,3.838,10253,17.600
toucher,0.594,7191.736,3.778,10275,17.601
toucher,0.578,7196.853,3.826,10259,17.602
toucher,0.577,7201.941,3.829,10262,17.593
toucher,0.593,7207.139,3.843,10296,17.590
toucher,0.621,7212.161,3.727,10242,17.590
toucher,0.574,7217.262,3.822,10266,17.587
toucher,0.580,7222.325,3.761,10256,17.589
toucher,0.603,7227.441,3.763,10256,17.593
toucher,0.661,7232.703,3.886,10275,17.588
toucher,0.576,7237.773,3.807,10256,17.583
toucher,0.581,7242.843,3.777,10303,17.579
toucher,0.611,7248.023,3.828,10253,17.574
toucher,0.585,7253.084,3.831,10289,17.572
toucher,0.626,7258.186,3.787,10242,17.574
toucher,0.584,7263.368,3.911,10280,17.562
toucher,0.603,7268.562,3.876,10273,17.558
toucher,0.593,7273.584,3.763,10262,17.558
toucher,0.590,7278.728,3.826,10288,17.553
toucher,0.605,7283.946,3.872,10259,17.545
toucher,0.588,7289.224,3.918,10242,17.541
toucher,0.585,7294.345,3.827,10305,17.534
toucher,0.595,7299.584,3.871,10292,17.524
toucher,0.583,7305.082,3.892,10296,17.512
toucher,0.604,7310.325,3.900,10290,17.498
toucher,0.613,7315.505,3.849,10315,17.491
toucher,0.632,7320.749,3.880,10248,17.476
toucher,0.609,7326.011,3.909,10267,17.468
toucher,0.633,7331.201,3.833,10299,17.455
toucher,0.592,7336.383,3.793,10242,17.456
toucher,0.587,7341.631,3.907,10334,17.445
toucher,0.572,7346.685,3.828,10311,17.437
toucher,0.625,7351.844,3.831,10301,17.432
toucher,0.589,7356.931,3.781,10288,17.432
toucher,0.583,7362.082,3.866,10294,17.431
toucher,0.583,7367.239,3.843,10268,17.425
toucher,0.607,7372.358,3.787,10264,17.419
toucher,0.583,7377.518,3.847,10247,17.412
toucher,0.583,7382.585,3.802,10300,17.407
toucher,0.612,7387.802,3.868,10280,17.400
toucher,0.624,7393.079,3.886,10269,17.389
toucher,0.584,7398.205,3.829,10288,17.383
toucher,0.590,7403.282,3.780,10305,17.381
toucher,0.620,7408.480,3.846,10288,17.376
toucher,0.581,7413.584,3.815,10285,17.371
toucher,0.583,7418.630,3.789,10250,17.370
toucher,0.631,7423.846,3.839,10249,17.367
toucher,0.583,7429.011,3.866,10283,17.362
toucher,0.589,7434.076,3.785,10304,17.364
toucher,0.635,7439.206,3.792,10263,17.360
toucher,0.612,7444.339,3.849,10271,17.358
toucher,0.583,7449.418,3.768,10264,17.363
toucher,0.579,7454.486,3.818,10257,17.355
toucher,0.614,7459.721,3.891,10276,17.348
toucher,0.579,7464.871,3.849,10283,17.343
toucher,0.606,7470.059,3.862,10287,17.329
toucher,0.568,7475.118,3.778,10254,17.321
toucher,0.595,7480.226,3.823,10285,17.319
toucher,0.612,7485.358,3.795,10260,17.317
toucher,0.585,7490.396,3.779,10249,17.315
toucher,0.601,7495.559,3.847,10304,17.317
toucher,0.600,7500.763,3.906,10251,17.306
toucher,0.611,7506.041,3.947,10295,17.284
toucher,0.601,7511.232,3.853,10255,17.268
toucher,0.572,7516.487,3.899,10280,17.253
toucher,0.597,7521.642,3.838,10264,17.245
toucher,0.591,7526.765,3.850,10297,17.234
toucher,0.595,7531.878,3.810,10301,17.228
toucher,0.617,7537.096,3.865,10300,17.220
toucher,0.581,7542.321,3.890,10284,17.213
toucher,0.587,7547.575,3.927,10279,17.208
toucher,0.592,7552.596,3.752,10274,17.205
toucher,0.603,7557.696,3.780,10298,17.199
toucher,0.577,7562.728,3.790,10287,17.193
toucher,0.623,7568.010,3.927,10257,17.196
toucher,0.634,7573.224,3.845,10301,17.187
toucher,0.585,7578.355,3.848,10271,17.180
toucher,0.572,7583.342,3.722,10263,17.182
toucher,0.579,7588.574,3.929,10279,17.183
toucher,0.593,7593.684,3.782,10305,17.184
toucher,0.585,7598.746,3.776,10275,17.182
toucher,0.604,7603.905,3.859,10292,17.188
toucher,0.591,7609.365,3.783,10284,17.185
toucher,0.597,7614.487,3.844,10279,17.182
toucher,0.579,7619.848,3.838,10292,17.181
toucher,0.585,7624.919,3.780,10256,17.180
toucher,0.578,7630.021,3.802,10302,17.177
toucher,0.581,7635.222,3.939,10273,17.166
toucher,0.589,7640.307,3.804,10302,17.162
toucher,0.617,7645.743,4.036,10260,17.153
toucher,0.576,7651.285,4.168,10314,17.148
toucher,0.573,7656.424,3.864,10245,17.142
toucher,0.618,7661.523,3.781,10333,17.139
toucher,0.579,7666.631,3.805,10275,17.136
toucher,0.577,7671.838,3.935,10288,17.131
toucher,0.607,7676.923,3.795,10264,17.128
toucher,0.583,7682.035,3.816,10251,17.121
toucher,0.582,7687.196,3.846,10285,17.116
toucher,0.611,7692.369,3.849,10278,17.109
toucher,0.598,7697.588,3.899,10268,17.097
toucher,0.581,7702.703,3.817,10286,17.092
toucher,0.587,7707.830,3.850,10245,17.077
toucher,0.580,7713.010,3.869,10292,17.066
toucher,0.583,7718.133,3.834,10293,17.057
toucher,0.580,7723.314,3.883,10284,17.047
toucher,0.591,7728.519,3.889,10304,17.042
toucher,0.588,7733.610,3.797,10265,17.037
toucher,0.581,7738.760,3.860,10302,17.033
toucher,0.581,7743.896,3.853,10247,17.028
toucher,0.583,7748.994,3.804,10277,17.020
toucher,0.602,7754.169,3.865,10285,17.011
toucher,0.592,7759.321,3.851,10268,17.008
toucher,0.576,7764.471,3.843,10261,17.000
toucher,0.582,7769.648,3.858,10285,16.989
toucher,0.578,7774.836,3.891,10295,16.984
toucher,0.614,7779.892,3.757,10304,16.984
toucher,0.589,7785.119,3.899,10302,16.972
toucher,0.584,7790.314,3.876,10303,16.965
toucher,0.584,7795.434,3.809,10305,16.961
toucher,0.578,7800.495,3.734,10270,16.957
toucher,0.577,7805.645,3.843,10255,16.957
toucher,0.576,7810.798,3.878,10281,16.949
toucher,0.594,7815.985,3.910,10366,16.939
toucher,0.604,7821.212,3.905,10292,16.932
toucher,0.587,7826.344,3.832,10251,16.924
toucher,0.580,7831.542,3.876,10255,16.919
toucher,0.578,7836.713,3.876,10290,16.913
toucher,0.606,7841.853,3.805,10273,16.907
toucher,0.576,7847.055,3.883,10253,16.898
toucher,0.584,7852.210,3.883,10268,16.894
toucher,0.582,7857.282,3.809,10260,16.891
toucher,0.582,7862.310,3.745,10284,16.890
toucher,0.580,7867.242,3.743,10267,16.892
toucher,0.588,7872.302,3.765,10258,16.892
toucher,0.595,7877.463,3.864,10294,16.890
toucher,0.589,7882.641,3.863,10271,16.890
toucher,0.606,7887.895,3.956,10261,16.887
toucher,0.587,7892.950,3.765,10259,16.886
toucher,0.583,7898.119,3.850,10302,16.886
toucher,0.584,7903.147,3.760,10263,16.892
toucher,0.592,7908.662,3.847,10294,16.885
toucher,0.595,7913.848,3.869,10291,16.883
toucher,0.594,7918.905,3.774,10283,16.880
toucher,0.619,7924.048,3.819,10262,16.875
toucher,0.582,7929.194,3.860,10288,16.872
toucher,0.592,7934.325,3.834,10265,16.867
toucher,0.589,7939.400,3.780,10279,16.864
toucher,0.587,7944.527,3.843,10273,16.859
toucher,0.605,7949.608,3.758,10283,16.859
toucher,0.599,7954.843,3.926,10293,16.857
toucher,0.593,7959.917,3.783,10250,16.849
toucher,0.593,7965.017,3.774,10282,16.843
toucher,0.592,7970.075,3.763,10243,16.838
toucher,0.647,7975.405,3.942,10287,16.833
toucher,0.602,7980.525,3.809,10286,16.835
toucher,0.601,7985.566,3.790,10247,16.833
toucher,0.582,7990.682,3.825,10341,16.832
toucher,0.586,7995.758,3.798,10254,16.825
toucher,0.592,8000.897,3.843,10286,16.825
toucher,0.601,8006.087,3.862,10284,16.823
toucher,0.580,8011.185,3.806,10245,16.816
toucher,0.575,8016.297,3.813,10253,16.811
toucher,0.573,8021.460,3.859,10243,16.807
toucher,0.589,8026.604,3.863,10256,16.801
toucher,0.620,8031.762,3.876,10290,16.792
toucher,0.594,8037.001,3.907,10272,16.779
toucher,0.578,8042.138,3.839,10272,16.771
toucher,0.604,8047.188,3.767,10299,16.768
toucher,0.613,8052.309,3.775,10257,16.767
toucher,0.635,8057.469,3.818,10292,16.760
toucher,0.587,8062.647,3.851,10242,16.756
toucher,0.630,8067.829,3.876,10244,16.751
toucher,0.583,8072.882,3.786,10295,16.749
toucher,0.585,8078.036,3.830,10245,16.748
toucher,0.616,8083.174,3.823,10252,16.743
toucher,0.590,8088.304,3.802,10288,16.741
toucher,0.603,8093.516,3.876,10243,16.733
toucher,0.595,8098.715,3.877,10282,16.728
toucher,0.581,8103.838,3.863,10268,16.722
toucher,0.579,8108.950,3.825,10297,16.718
toucher,0.584,8113.958,3.728,10248,16.719
toucher,0.645,8119.281,3.943,10248,16.719
toucher,0.664,8124.895,4.196,10265,16.715
toucher,0.590,8130.126,3.921,10267,16.709
toucher,0.586,8135.347,3.917,10286,16.706
toucher,0.591,8140.507,3.870,10260,16.693
toucher,0.583,8145.638,3.826,10248,16.683
toucher,0.618,8150.806,3.837,10283,16.683
toucher,0.596,8155.896,3.786,10300,16.677
toucher,0.621,8161.036,3.826,10247,16.673
toucher,0.582,8166.184,3.871,10253,16.669
toucher,0.602,8171.330,3.817,10298,16.666
toucher,0.587,8176.460,3.854,10246,16.661
toucher,0.598,8181.628,3.855,10259,16.657
toucher,0.606,8186.882,3.918,10297,16.648
toucher,0.593,8192.090,3.888,10254,16.643
toucher,0.598,8197.336,3.915,10294,16.633
toucher,0.663,8202.548,3.863,10251,16.621
toucher,0.583,8208.097,3.925,10302,16.609
toucher,0.604,8213.140,3.776,10284,16.606
toucher,0.605,8218.175,3.758,10245,16.605
toucher,0.586,8223.370,3.855,10270,16.608
toucher,0.598,8228.545,3.845,10293,16.601
toucher,0.601,8233.663,3.786,10289,16.602
toucher,0.596,8238.762,3.804,10241,16.598
toucher,0.627,8243.953,3.871,10285,16.595
toucher,0.586,8249.010,3.789,10276,16.592
toucher,0.614,8254.184,3.834,10289,16.587
toucher,0.587,8259.383,3.867,10251,16.583
toucher,0.599,8264.567,3.864,10363,16.577
toucher,0.586,8269.622,3.770,10283,16.573
toucher,0.585,8274.789,3.857,10279,16.569
toucher,0.605,8279.954,3.834,10257,16.572
toucher,0.604,8285.025,3.788,10242,16.571
toucher,0.594,8290.221,3.882,10269,16.567
toucher,0.604,8295.397,3.875,10267,16.560
toucher,0.613,8300.512,3.798,10261,16.559
toucher,0.636,8305.674,3.797,10300,16.559
toucher,0.584,8310.789,3.857,10314,16.556
toucher,0.600,8315.893,3.796,10260,16.554
toucher,0.574,8320.996,3.850,10266,16.553
toucher,0.596,8326.136,3.819,10263,16.553
toucher,0.578,8331.199,3.788,10297,16.553
toucher,0.617,8336.324,3.785,10284,16.548
toucher,0.605,8341.434,3.805,10264,16.547
toucher,0.588,8346.657,3.890,10288,16.541
toucher,0.617,8351.887,3.882,10284,16.538
toucher,0.592,8357.017,3.834,10276,16.529
toucher,0.593,8362.187,3.859,10301,16.525
toucher,0.591,8367.289,3.806,10276,16.524
toucher,0.617,8372.374,3.768,10298,16.521
toucher,0.600,8377.543,3.847,10279,16.522
toucher,0.593,8382.696,3.854,10247,16.518
toucher,0.619,8387.808,3.787,10258,16.519
toucher,0.613,8392.963,3.859,10273,16.517
toucher,0.590,8398.021,3.786,10282,16.520
toucher,0.587,8403.171,3.848,10303,16.518
toucher,0.587,8408.433,3.881,10251,16.513
toucher,0.588,8413.574,3.834,10258,16.505
toucher,0.585,8418.741,3.885,10350,16.501
toucher,0.617,8423.932,3.855,10262,16.496
toucher,0.588,8429.118,3.895,10288,16.489
toucher,0.586,8434.229,3.834,10284,16.484
toucher,0.588,8439.353,3.851,10248,16.476
toucher,0.595,8444.578,3.908,10295,16.471
toucher,0.598,8449.734,3.838,10333,16.465
toucher,0.594,8454.880,3.834,10277,16.463
toucher,0.579,8459.978,3.802,10295,16.460
toucher,0.598,8465.056,3.795,10261,16.460
toucher,0.606,8470.247,3.861,10283,16.460
toucher,0.625,8475.427,3.829,10276,16.457
toucher,0.584,8480.530,3.816,10305,16.457
toucher,0.669,8485.783,3.857,10297,16.453
toucher,0.592,8490.882,3.801,10243,16.451
toucher,0.584,8495.984,3.787,10291,16.449
toucher,0.592,8501.137,3.880,10291,16.447
toucher,0.613,8506.342,3.858,10264,16.446
toucher,0.586,8511.758,3.817,10286,16.441
toucher,0.599,8516.849,3.779,10241,16.441
toucher,0.591,8521.922,3.780,10253,16.440
toucher,0.583,8527.065,3.844,10265,16.441
toucher,0.626,8532.179,3.792,10280,16.441
toucher,0.582,8537.315,3.863,10368,16.437
toucher,0.580,8542.427,3.852,10290,16.438
toucher,0.601,8547.550,3.816,10276,16.434
toucher,0.585,8552.674,3.837,10259,16.432
toucher,0.613,8557.825,3.850,10298,16.430
toucher,0.611,8562.921,3.810,10273,16.427
toucher,0.592,8567.980,3.762,10293,16.424
toucher,0.589,8573.156,3.888,10300,16.423
toucher,0.591,8578.371,3.892,10300,16.421
toucher,0.584,8583.440,3.790,10284,16.414
toucher,0.605,8588.508,3.759,10285,16.412
toucher,0.619,8593.642,3.808,10257,16.413
toucher,0.592,8598.752,3.787,10303,16.414
toucher,0.591,8603.873,3.800,10244,16.418
toucher,0.590,8608.999,3.846,10254,16.410
toucher,0.583,8614.165,3.859,10294,16.405
toucher,0.610,8619.396,3.889,10296,16.397
toucher,0.605,8624.554,3.843,10260,16.391
toucher,0.589,8629.763,3.886,10295,16.383
toucher,0.585,8634.912,3.834,10256,16.381
toucher,0.590,8640.003,3.787,10301,16.383
toucher,0.603,8645.125,3.813,10303,16.380
toucher,0.586,8650.192,3.794,10301,16.381
toucher,0.646,8655.388,3.785,10248,16.378
toucher,0.630,8660.689,3.943,10305,16.373
toucher,0.590,8665.917,3.918,10272,16.361
toucher,0.583,8671.093,3.867,10275,16.355
toucher,0.600,8676.222,3.819,10272,16.351
toucher,0.617,8681.371,3.817,10295,16.350
toucher,0.583,8686.549,3.892,10302,16.349
toucher,0.604,8691.698,3.835,10266,16.349
toucher,0.586,8696.798,3.820,10246,16.348
toucher,0.584,8701.965,3.865,10260,16.342
toucher,0.590,8707.025,3.784,10297,16.337
toucher,0.614,8712.249,3.875,10268,16.331
toucher,0.611,8717.484,3.892,10284,16.324
toucher,0.595,8722.693,3.915,10299,16.316
toucher,0.590,8727.876,3.869,10252,16.306
toucher,0.634,8733.227,3.928,10243,16.296
toucher,0.601,8738.330,3.842,10250,16.288
