Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return 
dodjiesLearn,0.870,10247.417,6.391,10308,-0.084
dodjiesLearn,0.872,10255.283,6.378,10332,-0.084
dodjiesLearn,0.868,10263.115,6.372,10348,-0.084
dodjiesLearn,0.868,10271.075,6.487,10326,-0.084
dodjiesLearn,0.841,10278.885,6.344,10248,-0.084
dodjiesLearn,0.855,10286.843,6.478,10246,-0.084
dodjiesLearn,0.894,10294.738,6.404,10294,-0.084
dodjiesLearn,0.840,10302.506,6.292,10262,-0.084
dodjiesLearn,0.915,10310.673,6.601,10242,-0.084
dodjiesLearn,0.857,10318.616,6.502,10370,-0.084
dodjiesLearn,0.874,10326.585,6.454,10336,-0.084
dodjiesLearn,0.868,10334.363,6.330,10318,-0.084
dodjiesLearn,0.894,10342.571,6.684,10340,-0.084
dodjiesLearn,0.842,10350.507,6.479,10292,-0.084
dodjiesLearn,0.892,10358.389,6.409,10334,-0.083
dodjiesLearn,0.857,10366.287,6.411,10276,-0.083
dodjiesLearn,0.849,10374.361,6.586,10286,-0.083
dodjiesLearn,0.853,10382.170,6.354,10250,-0.083
dodjiesLearn,0.906,10390.270,6.561,10334,-0.083
dodjiesLearn,0.855,10398.185,6.420,10244,-0.083
dodjiesLearn,0.888,10406.059,6.386,10362,-0.083
dodjiesLearn,0.858,10413.904,6.383,10298,-0.083
dodjiesLearn,0.871,10421.829,6.413,10306,-0.083
dodjiesLearn,0.854,10429.733,6.428,10364,-0.083
dodjiesLearn,0.857,10437.591,6.380,10308,-0.083
dodjiesLearn,0.937,10445.560,6.406,10310,-0.083
dodjiesLearn,0.849,10453.565,6.539,10284,-0.083
dodjiesLearn,0.849,10461.516,6.491,10350,-0.083
dodjiesLearn,0.858,10469.277,6.306,10268,-0.083
dodjiesLearn,0.875,10477.204,6.411,10330,-0.082
dodjiesLearn,0.879,10485.335,6.638,10304,-0.082
dodjiesLearn,0.865,10493.158,6.359,10348,-0.082
dodjiesLearn,0.863,10501.419,6.740,10352,-0.082
dodjiesLearn,0.886,10509.350,6.414,10268,-0.082
dodjiesLearn,0.903,10517.163,6.332,10330,-0.082
dodjiesLearn,0.866,10525.153,6.493,10338,-0.082
dodjiesLearn,0.885,10533.110,6.448,10274,-0.082
dodjiesLearn,0.893,10541.023,6.447,10350,-0.082
dodjiesLearn,0.888,10548.952,6.417,10366,-0.082
dodjiesLearn,0.856,10556.916,6.476,10344,-0.082
dodjiesLearn,0.847,10564.753,6.400,10334,-0.082
dodjiesLearn,0.867,10572.606,6.399,10290,-0.082
dodjiesLearn,0.868,10580.603,6.485,10292,-0.081
dodjiesLearn,0.878,10588.357,6.324,10274,-0.081
dodjiesLearn,0.888,10596.380,6.534,10350,-0.081
dodjiesLearn,0.859,10604.072,6.241,10360,-0.081
dodjiesLearn,0.888,10612.092,6.490,10298,-0.081
dodjiesLearn,0.871,10619.840,6.271,10336,-0.081
dodjiesLearn,0.871,10627.839,6.520,10402,-0.081
dodjiesLearn,0.863,10635.654,6.332,10284,-0.081
dodjiesLearn,0.927,10643.742,6.474,10296,-0.081
dodjiesLearn,0.889,10651.633,6.390,10314,-0.081
dodjiesLearn,0.867,10659.993,6.404,10280,-0.081
dodjiesLearn,0.852,10667.997,6.533,10264,-0.081
dodjiesLearn,0.863,10675.919,6.452,10298,-0.081
dodjiesLearn,0.865,10684.053,6.612,10368,-0.081
dodjiesLearn,0.860,10691.985,6.431,10244,-0.081
dodjiesLearn,0.864,10699.852,6.402,10294,-0.080
dodjiesLearn,0.888,10707.703,6.326,10356,-0.080
dodjiesLearn,0.951,10715.740,6.476,10262,-0.080
dodjiesLearn,0.845,10723.591,6.382,10314,-0.080
dodjiesLearn,0.928,10731.486,6.350,10334,-0.080
dodjiesLearn,0.859,10739.429,6.468,10258,-0.080
dodjiesLearn,0.892,10747.385,6.439,10250,-0.080
dodjiesLearn,0.878,10755.324,6.432,10340,-0.080
dodjiesLearn,0.857,10763.216,6.432,10294,-0.080
dodjiesLearn,0.870,10770.866,6.166,10258,-0.080
dodjiesLearn,0.861,10779.090,6.711,10276,-0.080
dodjiesLearn,0.861,10786.944,6.395,10352,-0.080
dodjiesLearn,0.860,10794.822,6.410,10324,-0.080
dodjiesLearn,0.855,10802.701,6.398,10262,-0.080
dodjiesLearn,0.859,10810.585,6.403,10316,-0.079
dodjiesLearn,0.853,10818.516,6.449,10284,-0.079
dodjiesLearn,0.934,10826.403,6.326,10334,-0.079
dodjiesLearn,0.855,10834.567,6.707,10362,-0.079
dodjiesLearn,0.860,10842.445,6.388,10242,-0.079
dodjiesLearn,0.850,10850.277,6.379,10298,-0.079
dodjiesLearn,0.863,10858.183,6.432,10298,-0.079
dodjiesLearn,0.908,10866.160,6.426,10364,-0.079
dodjiesLearn,0.895,10874.077,6.406,10274,-0.079
dodjiesLearn,0.886,10882.158,6.557,10360,-0.079
dodjiesLearn,0.852,10889.935,6.327,10318,-0.079
dodjiesLearn,0.860,10897.872,6.468,10264,-0.079
dodjiesLearn,0.863,10905.577,6.291,10252,-0.079
dodjiesLearn,0.897,10913.755,6.635,10300,-0.079
dodjiesLearn,0.860,10921.508,6.305,10302,-0.079
dodjiesLearn,0.874,10929.437,6.425,10252,-0.079
dodjiesLearn,0.857,10937.372,6.430,10354,-0.078
dodjiesLearn,0.864,10945.196,6.351,10294,-0.078
dodjiesLearn,0.846,10953.158,6.479,10242,-0.078
dodjiesLearn,0.879,10960.955,6.329,10306,-0.078
dodjiesLearn,0.856,10969.213,6.733,10394,-0.078
dodjiesLearn,0.842,10976.951,6.271,10250,-0.078
dodjiesLearn,0.900,10984.891,6.428,10276,-0.078
dodjiesLearn,0.858,10992.859,6.470,10350,-0.078
dodjiesLearn,0.906,11000.768,6.388,10354,-0.078
dodjiesLearn,0.859,11008.613,6.372,10254,-0.078
dodjiesLearn,0.890,11016.686,6.534,10354,-0.078
dodjiesLearn,0.847,11024.443,6.308,10256,-0.078
dodjiesLearn,0.843,11032.488,6.574,10274,-0.078
dodjiesLearn,0.920,11040.562,6.529,10340,-0.078
dodjiesLearn,0.849,11048.558,6.549,10340,-0.078
dodjiesLearn,0.854,11056.474,6.472,10332,-0.078
dodjiesLearn,0.841,11064.344,6.405,10274,-0.078
dodjiesLearn,0.853,11072.068,6.248,10266,-0.078
dodjiesLearn,0.846,11080.127,6.609,10278,-0.077
dodjiesLearn,0.854,11087.975,6.362,10334,-0.077
dodjiesLearn,0.888,11095.911,6.450,10306,-0.077
dodjiesLearn,0.856,11103.730,6.363,10278,-0.077
dodjiesLearn,0.863,11111.864,6.390,10346,-0.077
dodjiesLearn,0.895,11119.925,6.545,10364,-0.077
dodjiesLearn,0.867,11128.000,6.598,10470,-0.077
dodjiesLearn,0.972,11136.044,6.444,10298,-0.077
dodjiesLearn,0.907,11144.010,6.454,10276,-0.077
dodjiesLearn,0.863,11151.833,6.353,10286,-0.077
dodjiesLearn,0.876,11159.616,6.310,10352,-0.077
dodjiesLearn,0.872,11167.551,6.468,10284,-0.077
dodjiesLearn,0.864,11175.393,6.359,10250,-0.077
dodjiesLearn,0.871,11183.267,6.362,10474,-0.077
dodjiesLearn,0.909,11191.232,6.447,10370,-0.077
dodjiesLearn,0.852,11199.266,6.544,10364,-0.077
dodjiesLearn,0.869,11207.167,6.403,10272,-0.077
dodjiesLearn,0.879,11215.163,6.500,10342,-0.077
dodjiesLearn,0.942,11223.161,6.410,10272,-0.077
dodjiesLearn,0.860,11231.104,6.485,10352,-0.077
dodjiesLearn,0.913,11239.113,6.460,10352,-0.077
dodjiesLearn,0.896,11247.104,6.461,10338,-0.077
dodjiesLearn,0.862,11254.856,6.295,10244,-0.076
dodjiesLearn,0.857,11262.852,6.508,10370,-0.076
dodjiesLearn,0.852,11271.110,6.432,10318,-0.076
dodjiesLearn,0.862,11279.039,6.459,10292,-0.076
dodjiesLearn,0.898,11287.190,6.591,10318,-0.076
dodjiesLearn,0.870,11294.799,6.152,10334,-0.076
dodjiesLearn,0.843,11302.851,6.588,10250,-0.076
dodjiesLearn,0.890,11310.806,6.435,10258,-0.076
dodjiesLearn,0.915,11318.823,6.462,10326,-0.076
dodjiesLearn,0.844,11326.590,6.329,10312,-0.076
dodjiesLearn,0.856,11334.792,6.677,10338,-0.076
dodjiesLearn,0.845,11342.709,6.442,10274,-0.076
dodjiesLearn,0.861,11350.608,6.480,10328,-0.076
dodjiesLearn,0.870,11358.634,6.492,10260,-0.076
dodjiesLearn,0.869,11366.369,6.274,10360,-0.076
dodjiesLearn,0.848,11374.215,6.391,10256,-0.076
dodjiesLearn,0.850,11382.210,6.512,10294,-0.076
dodjiesLearn,0.853,11390.040,6.367,10270,-0.076
dodjiesLearn,0.857,11397.797,6.315,10366,-0.076
dodjiesLearn,0.922,11405.756,6.413,10282,-0.076
dodjiesLearn,0.851,11413.546,6.347,10334,-0.075
dodjiesLearn,0.865,11421.508,6.483,10344,-0.075
dodjiesLearn,0.881,11429.434,6.409,10348,-0.075
dodjiesLearn,0.862,11437.448,6.560,10268,-0.075
dodjiesLearn,0.906,11445.425,6.438,10336,-0.075
dodjiesLearn,0.872,11453.292,6.359,10254,-0.075
dodjiesLearn,0.900,11461.125,6.328,10324,-0.075
dodjiesLearn,0.884,11469.164,6.512,10342,-0.075
dodjiesLearn,0.852,11476.884,6.279,10250,-0.075
dodjiesLearn,0.845,11484.731,6.402,10254,-0.075
dodjiesLearn,0.847,11492.600,6.410,10264,-0.075
dodjiesLearn,0.854,11500.407,6.350,10314,-0.075
dodjiesLearn,0.875,11508.355,6.443,10264,-0.075
dodjiesLearn,0.885,11516.428,6.557,10314,-0.075
dodjiesLearn,0.883,11524.561,6.631,10352,-0.075
dodjiesLearn,0.884,11532.514,6.451,10320,-0.075
dodjiesLearn,0.853,11540.275,6.305,10320,-0.074
dodjiesLearn,0.854,11548.142,6.411,10288,-0.074
dodjiesLearn,0.892,11556.298,6.628,10354,-0.074
dodjiesLearn,0.849,11564.395,6.574,10300,-0.074
dodjiesLearn,0.854,11572.324,6.466,10310,-0.074
dodjiesLearn,0.870,11580.391,6.571,10370,-0.074
dodjiesLearn,0.847,11588.346,6.477,10350,-0.074
dodjiesLearn,0.869,11596.382,6.561,10254,-0.074
dodjiesLearn,0.844,11604.232,6.387,10272,-0.074
dodjiesLearn,0.861,11611.991,6.307,10298,-0.074
dodjiesLearn,0.859,11619.940,6.424,10246,-0.074
dodjiesLearn,0.849,11627.799,6.402,10296,-0.074
dodjiesLearn,0.857,11635.691,6.430,10370,-0.074
dodjiesLearn,0.856,11643.622,6.440,10248,-0.074
dodjiesLearn,0.860,11651.462,6.418,10324,-0.074
dodjiesLearn,0.864,11659.452,6.513,10298,-0.074
dodjiesLearn,0.888,11667.488,6.517,10306,-0.074
dodjiesLearn,0.917,11675.485,6.451,10252,-0.074
dodjiesLearn,0.848,11683.293,6.372,10314,-0.074
dodjiesLearn,0.859,11691.224,6.384,10334,-0.074
dodjiesLearn,0.901,11699.167,6.412,10268,-0.074
dodjiesLearn,0.902,11706.908,6.241,10330,-0.073
dodjiesLearn,0.879,11715.031,6.596,10352,-0.073
dodjiesLearn,0.852,11722.864,6.384,10246,-0.073
dodjiesLearn,0.851,11730.781,6.434,10254,-0.073
dodjiesLearn,0.885,11738.762,6.476,10350,-0.073
dodjiesLearn,0.860,11746.735,6.515,10362,-0.073
dodjiesLearn,0.857,11754.587,6.354,10342,-0.073
dodjiesLearn,0.865,11762.607,6.515,10292,-0.073
dodjiesLearn,0.841,11770.651,6.596,10308,-0.073
dodjiesLearn,0.855,11778.652,6.500,10322,-0.073
dodjiesLearn,0.860,11786.414,6.297,10320,-0.073
dodjiesLearn,0.851,11794.310,6.452,10270,-0.073
dodjiesLearn,0.856,11802.354,6.558,10302,-0.073
dodjiesLearn,0.860,11810.214,6.382,10248,-0.073
dodjiesLearn,0.857,11818.186,6.505,10242,-0.073
dodjiesLearn,0.915,11825.972,6.251,10256,-0.073
dodjiesLearn,0.848,11833.942,6.485,10322,-0.073
dodjiesLearn,0.862,11842.013,6.603,10276,-0.073
dodjiesLearn,0.850,11849.895,6.397,10328,-0.073
dodjiesLearn,0.860,11857.978,6.598,10352,-0.073
dodjiesLearn,0.872,11865.794,6.331,10358,-0.073
dodjiesLearn,0.850,11873.710,6.442,10310,-0.073
dodjiesLearn,0.855,11881.657,6.480,10338,-0.073
dodjiesLearn,0.854,11890.042,6.565,10280,-0.073
dodjiesLearn,0.850,11898.085,6.562,10438,-0.073
dodjiesLearn,0.849,11905.845,6.319,10326,-0.072
dodjiesLearn,0.871,11913.793,6.445,10250,-0.072
dodjiesLearn,0.869,11921.599,6.343,10268,-0.072
dodjiesLearn,0.916,11929.450,6.327,10274,-0.072
dodjiesLearn,0.870,11937.301,6.353,10338,-0.072
dodjiesLearn,0.920,11945.432,6.567,10252,-0.072
dodjiesLearn,0.843,11953.175,6.302,10248,-0.072
dodjiesLearn,0.859,11961.268,6.597,10316,-0.072
dodjiesLearn,0.858,11968.929,6.187,10344,-0.072
dodjiesLearn,0.857,11976.949,6.553,10264,-0.072
dodjiesLearn,0.852,11984.908,6.451,10320,-0.072
dodjiesLearn,0.854,11992.660,6.294,10330,-0.072
dodjiesLearn,0.847,12000.520,6.384,10350,-0.072
dodjiesLearn,0.880,12008.496,6.440,10264,-0.072
dodjiesLearn,0.892,12016.313,6.326,10342,-0.072
dodjiesLearn,0.866,12024.449,6.634,10302,-0.072
dodjiesLearn,0.900,12032.542,6.561,10290,-0.072
dodjiesLearn,0.843,12040.387,6.388,10340,-0.072
dodjiesLearn,0.862,12048.270,6.394,10270,-0.072
dodjiesLearn,0.854,12056.176,6.443,10266,-0.072
dodjiesLearn,0.865,12064.266,6.602,10252,-0.072
dodjiesLearn,0.894,12072.336,6.439,10280,-0.072
dodjiesLearn,0.851,12080.169,6.370,10242,-0.072
dodjiesLearn,0.864,12087.912,6.296,10308,-0.072
dodjiesLearn,0.924,12095.790,6.356,10266,-0.072
dodjiesLearn,0.852,12103.607,6.365,10264,-0.072
dodjiesLearn,0.902,12111.630,6.521,10290,-0.072
dodjiesLearn,0.887,12119.568,6.482,10342,-0.072
dodjiesLearn,0.876,12127.715,6.648,10294,-0.072
dodjiesLearn,0.847,12135.516,6.359,10312,-0.072
dodjiesLearn,0.873,12143.384,6.362,10342,-0.072
dodjiesLearn,0.879,12151.418,6.549,10320,-0.072
dodjiesLearn,0.892,12159.431,6.554,10282,-0.071
dodjiesLearn,0.864,12167.410,6.485,10292,-0.071
dodjiesLearn,0.865,12175.261,6.393,10348,-0.071
dodjiesLearn,0.867,12183.240,6.502,10368,-0.071
dodjiesLearn,0.859,12191.271,6.532,10354,-0.071
dodjiesLearn,0.849,12199.191,6.463,10340,-0.071
dodjiesLearn,0.890,12207.383,6.645,10338,-0.071
dodjiesLearn,0.922,12215.459,6.514,10486,-0.071
dodjiesLearn,0.847,12223.247,6.355,10276,-0.071
dodjiesLearn,0.842,12231.153,6.412,10272,-0.071
dodjiesLearn,0.880,12239.028,6.402,10270,-0.071
dodjiesLearn,0.905,12247.074,6.520,10306,-0.071
dodjiesLearn,0.883,12254.954,6.359,10290,-0.071
dodjiesLearn,0.891,12262.860,6.413,10472,-0.071
dodjiesLearn,0.862,12270.867,6.499,10254,-0.071
dodjiesLearn,0.882,12278.870,6.481,10394,-0.071
dodjiesLearn,0.853,12286.798,6.468,10278,-0.071
dodjiesLearn,0.857,12294.722,6.424,10364,-0.071
dodjiesLearn,0.889,12302.738,6.499,10300,-0.071
dodjiesLearn,0.881,12310.795,6.573,10308,-0.071
dodjiesLearn,0.912,12318.736,6.397,10326,-0.071
dodjiesLearn,0.842,12326.675,6.488,10342,-0.071
dodjiesLearn,0.850,12334.639,6.506,10304,-0.071
dodjiesLearn,0.856,12342.480,6.381,10250,-0.071
dodjiesLearn,0.842,12350.423,6.463,10268,-0.071
dodjiesLearn,0.847,12358.201,6.343,10312,-0.071
dodjiesLearn,0.954,12366.111,6.336,10276,-0.071
dodjiesLearn,0.869,12374.193,6.594,10272,-0.071
dodjiesLearn,0.884,12381.965,6.290,10270,-0.071
dodjiesLearn,0.869,12390.004,6.537,10286,-0.071
dodjiesLearn,0.868,12397.955,6.474,10356,-0.071
dodjiesLearn,0.876,12405.813,6.409,10308,-0.071
dodjiesLearn,0.861,12414.034,6.724,10340,-0.071
dodjiesLearn,0.881,12422.053,6.554,10326,-0.071
dodjiesLearn,0.868,12430.174,6.602,10330,-0.071
dodjiesLearn,0.854,12438.006,6.354,10316,-0.071
dodjiesLearn,0.853,12446.025,6.556,10460,-0.071
dodjiesLearn,0.852,12453.933,6.435,10248,-0.071
dodjiesLearn,0.855,12461.841,6.402,10348,-0.071
dodjiesLearn,0.850,12469.694,6.408,10294,-0.071
dodjiesLearn,0.861,12477.686,6.494,10282,-0.071
dodjiesLearn,0.918,12485.830,6.579,10358,-0.071
dodjiesLearn,0.871,12493.783,6.482,10342,-0.071
dodjiesLearn,0.845,12501.869,6.248,10304,-0.070
dodjiesLearn,0.861,12509.641,6.308,10332,-0.070
dodjiesLearn,0.889,12517.805,6.472,10270,-0.070
dodjiesLearn,0.896,12525.897,6.544,10312,-0.070
dodjiesLearn,0.851,12533.755,6.406,10274,-0.070
dodjiesLearn,0.848,12541.673,6.424,10262,-0.070
dodjiesLearn,0.850,12549.465,6.315,10296,-0.070
dodjiesLearn,0.905,12557.525,6.543,10308,-0.070
dodjiesLearn,0.877,12565.354,6.263,10288,-0.070
dodjiesLearn,0.847,12573.349,6.528,10302,-0.070
dodjiesLearn,0.845,12581.079,6.291,10290,-0.070
dodjiesLearn,0.915,12589.174,6.536,10368,-0.070
dodjiesLearn,0.889,12597.609,6.777,10326,-0.070
dodjiesLearn,0.963,12605.818,6.644,10278,-0.070
dodjiesLearn,0.920,12614.142,6.716,10254,-0.070
dodjiesLearn,0.851,12622.063,6.473,10242,-0.070
dodjiesLearn,0.850,12630.006,6.476,10256,-0.070
dodjiesLearn,0.870,12638.039,6.518,10366,-0.070
dodjiesLearn,0.866,12646.050,6.528,10294,-0.070
dodjiesLearn,0.858,12653.945,6.405,10296,-0.070
dodjiesLearn,0.914,12662.084,6.412,10296,-0.070
dodjiesLearn,0.852,12670.234,6.671,10278,-0.070
dodjiesLearn,0.903,12678.134,6.399,10288,-0.070
dodjiesLearn,0.880,12686.686,6.649,10354,-0.070
dodjiesLearn,0.889,12694.645,6.450,10334,-0.070
dodjiesLearn,0.871,12702.592,6.436,10306,-0.070
dodjiesLearn,0.896,12710.544,6.370,10296,-0.070
dodjiesLearn,0.873,12718.575,6.553,10284,-0.070
dodjiesLearn,0.888,12726.774,6.653,10356,-0.070
dodjiesLearn,0.863,12734.926,6.643,10300,-0.070
dodjiesLearn,0.858,12742.683,6.333,10332,-0.070
dodjiesLearn,0.855,12750.790,6.599,10284,-0.070
dodjiesLearn,0.850,12758.633,6.380,10274,-0.070
dodjiesLearn,0.856,12766.741,6.587,10254,-0.070
dodjiesLearn,0.864,12774.941,6.641,10310,-0.070
dodjiesLearn,0.861,12782.924,6.512,10322,-0.070
dodjiesLearn,0.935,12791.111,6.467,10358,-0.070
dodjiesLearn,0.872,12799.181,6.545,10358,-0.070
dodjiesLearn,0.880,12807.113,6.439,10320,-0.070
dodjiesLearn,0.897,12815.392,6.676,10300,-0.070
dodjiesLearn,0.851,12823.464,6.564,10370,-0.070
dodjiesLearn,0.906,12831.400,6.423,10264,-0.070
dodjiesLearn,0.864,12839.317,6.389,10318,-0.070
dodjiesLearn,0.886,12847.507,6.616,10278,-0.069
dodjiesLearn,0.856,12855.321,6.366,10254,-0.069
dodjiesLearn,0.861,12863.348,6.448,10330,-0.069
dodjiesLearn,0.843,12871.158,6.362,10276,-0.069
dodjiesLearn,0.869,12879.177,6.498,10354,-0.069
dodjiesLearn,0.859,12887.242,6.497,10406,-0.069
dodjiesLearn,0.910,12895.099,6.347,10246,-0.069
dodjiesLearn,0.864,12903.121,6.501,10262,-0.069
dodjiesLearn,0.871,12911.179,6.495,10376,-0.069
dodjiesLearn,0.883,12919.312,6.626,10276,-0.069
dodjiesLearn,0.888,12927.323,6.499,10356,-0.069
dodjiesLearn,0.915,12935.520,6.510,10298,-0.069
dodjiesLearn,0.961,12943.782,6.691,10368,-0.069
dodjiesLearn,0.881,12951.539,6.270,10294,-0.069
dodjiesLearn,0.897,12959.587,6.525,10288,-0.069
dodjiesLearn,0.887,12967.855,6.757,10354,-0.069
dodjiesLearn,0.886,12976.003,6.644,10302,-0.069
dodjiesLearn,0.915,12984.233,6.677,10364,-0.069
dodjiesLearn,0.868,12991.916,6.236,10272,-0.069
dodjiesLearn,0.874,13000.497,6.864,10322,-0.069
dodjiesLearn,0.904,13008.512,6.490,10356,-0.069
dodjiesLearn,0.902,13016.739,6.652,10296,-0.069
dodjiesLearn,0.860,13024.877,6.624,10382,-0.069
dodjiesLearn,0.883,13032.904,6.527,10268,-0.069
dodjiesLearn,0.870,13041.107,6.606,10284,-0.069
dodjiesLearn,0.864,13049.155,6.534,10288,-0.069
dodjiesLearn,0.872,13057.142,6.515,10244,-0.069
dodjiesLearn,0.889,13065.055,6.385,10326,-0.069
dodjiesLearn,0.880,13073.622,6.576,10256,-0.069
dodjiesLearn,0.918,13081.709,6.551,10360,-0.069
dodjiesLearn,0.888,13090.088,6.680,10458,-0.069
dodjiesLearn,0.874,13098.213,6.591,10266,-0.069
dodjiesLearn,1.368,13107.232,7.018,10246,-0.069
dodjiesLearn,0.988,13116.200,7.358,10284,-0.069
dodjiesLearn,0.846,13124.873,6.771,10288,-0.069
dodjiesLearn,0.848,13132.736,6.420,10298,-0.069
dodjiesLearn,0.870,13140.781,6.547,10256,-0.069
dodjiesLearn,1.036,13149.402,6.928,10290,-0.069
dodjiesLearn,0.858,13157.247,6.318,10278,-0.069
dodjiesLearn,0.862,13165.266,6.527,10290,-0.069
dodjiesLearn,0.866,13173.198,6.456,10342,-0.069
dodjiesLearn,0.849,13181.083,6.423,10370,-0.069
dodjiesLearn,0.859,13189.217,6.626,10368,-0.069
dodjiesLearn,0.868,13197.085,6.387,10250,-0.069
dodjiesLearn,0.890,13204.909,6.334,10348,-0.069
dodjiesLearn,0.874,13213.079,6.657,10356,-0.069
dodjiesLearn,0.877,13221.069,6.507,10292,-0.069
dodjiesLearn,0.886,13228.949,6.363,10250,-0.069
dodjiesLearn,0.871,13236.767,6.317,10244,-0.069
dodjiesLearn,0.850,13244.696,6.516,10278,-0.069
dodjiesLearn,0.858,13252.525,6.334,10314,-0.069
dodjiesLearn,0.852,13260.354,6.373,10260,-0.069
dodjiesLearn,0.877,13268.266,6.418,10436,-0.068
dodjiesLearn,0.858,13276.514,6.781,10362,-0.068
dodjiesLearn,0.848,13284.166,6.211,10280,-0.068
dodjiesLearn,0.845,13292.028,6.398,10316,-0.068
dodjiesLearn,0.867,13299.932,6.414,10348,-0.068
dodjiesLearn,0.845,13307.832,6.454,10248,-0.068
dodjiesLearn,0.852,13315.919,6.581,10274,-0.068
dodjiesLearn,0.854,13323.876,6.484,10312,-0.068
dodjiesLearn,0.891,13331.802,6.418,10272,-0.068
dodjiesLearn,0.860,13339.814,6.513,10316,-0.068
dodjiesLearn,0.850,13347.510,6.225,10270,-0.068
dodjiesLearn,0.893,13355.324,6.326,10334,-0.068
dodjiesLearn,0.861,13363.300,6.494,10410,-0.068
dodjiesLearn,0.860,13371.467,6.659,10248,-0.068
dodjiesLearn,0.851,13379.220,6.322,10346,-0.068
dodjiesLearn,0.850,13387.201,6.501,10274,-0.068
dodjiesLearn,0.868,13395.052,6.380,10290,-0.068
dodjiesLearn,0.849,13402.870,6.335,10268,-0.068
dodjiesLearn,0.892,13411.039,6.636,10338,-0.068
dodjiesLearn,0.865,13418.877,6.389,10278,-0.068
dodjiesLearn,0.847,13426.842,6.502,10344,-0.068
dodjiesLearn,0.856,13434.806,6.503,10298,-0.068
dodjiesLearn,0.856,13442.643,6.380,10318,-0.068
dodjiesLearn,0.865,13450.539,6.406,10354,-0.068
dodjiesLearn,0.857,13458.481,6.494,10384,-0.068
dodjiesLearn,0.878,13466.512,6.556,10360,-0.068
dodjiesLearn,0.867,13474.537,6.518,10286,-0.068
dodjiesLearn,0.869,13482.404,6.390,10366,-0.068
dodjiesLearn,0.875,13490.068,6.238,10312,-0.068
dodjiesLearn,0.887,13498.201,6.600,10340,-0.068
dodjiesLearn,0.890,13506.120,6.387,10350,-0.068
dodjiesLearn,0.871,13513.970,6.384,10272,-0.068
dodjiesLearn,0.855,13521.750,6.308,10286,-0.068
dodjiesLearn,0.841,13529.573,6.374,10298,-0.068
dodjiesLearn,0.855,13537.633,6.545,10356,-0.068
dodjiesLearn,0.892,13545.563,6.406,10322,-0.068
dodjiesLearn,0.874,13553.515,6.461,10350,-0.068
dodjiesLearn,0.845,13561.613,6.595,10342,-0.068
dodjiesLearn,0.855,13569.511,6.403,10248,-0.068
dodjiesLearn,0.855,13577.303,6.335,10244,-0.068
dodjiesLearn,0.868,13585.422,6.595,10560,-0.068
dodjiesLearn,0.904,13593.560,6.583,10360,-0.068
dodjiesLearn,0.851,13601.490,6.479,10248,-0.068
dodjiesLearn,0.880,13609.323,6.333,10244,-0.068
dodjiesLearn,0.846,13617.312,6.489,10264,-0.068
dodjiesLearn,0.890,13625.131,6.340,10346,-0.068
dodjiesLearn,0.864,13633.194,6.550,10316,-0.068
dodjiesLearn,0.914,13641.123,6.386,10250,-0.068
dodjiesLearn,0.858,13649.040,6.473,10302,-0.068
dodjiesLearn,0.856,13656.889,6.394,10272,-0.068
dodjiesLearn,0.938,13665.127,6.678,10366,-0.068
dodjiesLearn,0.877,13673.060,6.476,10490,-0.068
dodjiesLearn,0.868,13680.987,6.458,10256,-0.068
dodjiesLearn,0.892,13688.893,6.411,10344,-0.068
dodjiesLearn,0.848,13696.647,6.297,10276,-0.068
dodjiesLearn,0.856,13704.568,6.479,10318,-0.068
dodjiesLearn,0.851,13712.368,6.345,10350,-0.068
dodjiesLearn,0.890,13720.398,6.485,10344,-0.068
dodjiesLearn,0.856,13728.337,6.456,10268,-0.068
dodjiesLearn,0.851,13736.227,6.441,10266,-0.067
dodjiesLearn,0.843,13744.411,6.384,10270,-0.067
dodjiesLearn,0.858,13752.294,6.392,10316,-0.067
dodjiesLearn,0.863,13760.226,6.502,10292,-0.067
dodjiesLearn,0.877,13768.353,6.617,10268,-0.067
dodjiesLearn,0.897,13776.058,6.226,10272,-0.067
dodjiesLearn,0.862,13783.995,6.454,10414,-0.067
dodjiesLearn,0.865,13792.076,6.559,10348,-0.067
dodjiesLearn,0.845,13799.828,6.314,10304,-0.067
dodjiesLearn,0.883,13807.865,6.515,10364,-0.067
dodjiesLearn,0.887,13815.777,6.419,10260,-0.067
dodjiesLearn,0.852,13823.712,6.475,10258,-0.067
dodjiesLearn,0.852,13831.872,6.643,10308,-0.067
dodjiesLearn,0.863,13839.694,6.341,10350,-0.067
dodjiesLearn,0.859,13847.486,6.326,10328,-0.067
dodjiesLearn,0.857,13855.379,6.394,10370,-0.067
dodjiesLearn,0.874,13863.223,6.359,10252,-0.067
dodjiesLearn,0.851,13871.256,6.580,10262,-0.067
dodjiesLearn,0.844,13878.960,6.249,10252,-0.067
dodjiesLearn,0.870,13886.852,6.385,10266,-0.067
dodjiesLearn,0.868,13894.752,6.433,10242,-0.067
dodjiesLearn,0.850,13902.753,6.503,10346,-0.067
dodjiesLearn,0.866,13910.688,6.486,10338,-0.067
dodjiesLearn,0.878,13918.568,6.378,10288,-0.067
dodjiesLearn,0.900,13926.655,6.526,10254,-0.067
dodjiesLearn,0.846,13934.536,6.423,10292,-0.067
dodjiesLearn,0.865,13942.405,6.401,10312,-0.067
